"chr","start","end","length","abs_summit","pileup","X.log10.pvalue.","fold_enrichment","X.log10.qvalue.","name","sample","group","GENE_ID"
"chr12",123494503,123495018,516,123494710,4,2.24863,2.36966,0,"B1_vs_B2_peak_30037","B1_vs_B2","C-KD","ENSG00000188026.14"
"chr12",123509567,123510054,488,123509707,9,3.28945,2.69649,0.224598,"B1_vs_B2_peak_30038","B1_vs_B2","C-KD","ENSG00000188026.14"
"chr12",123510710,123511289,580,123511096,9,4.56777,3.48043,0.931067,"B1_vs_B2_peak_30039","B1_vs_B2","C-KD","ENSG00000188026.14"
"chr12",123518846,123519150,305,123519102,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_30040","B1_vs_B2","C-KD","ENSG00000188026.14"
"chr12",123580222,123580487,266,123580260,9,2.93017,2.48388,0.0678765,"B1_vs_B2_peak_30044","B1_vs_B2","C-KD","ENSG00000247373.4"
"chr12",123590592,123590857,266,123590826,4,2.24863,2.36966,0,"B1_vs_B2_peak_30047","B1_vs_B2","C-KD","ENSG00000247373.4"
"chr12",123721640,123721905,266,123721729,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30057","B1_vs_B2","C-KD","ENSG00000185344.16"
"chr12",123724889,123725154,266,123725081,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30058","B1_vs_B2","C-KD","ENSG00000185344.16"
"chr12",123754907,123755280,374,123755140,4,2.1098,2.27193,0,"B1_vs_B2_peak_30059","B1_vs_B2","C-KD","ENSG00000185344.16"
"chr12",123777844,123778109,266,123777894,4,2.24863,2.36966,0,"B1_vs_B2_peak_30060","B1_vs_B2","C-KD","ENSG00000197653.17"
"chr12",123815631,123816329,699,123816138,6,2.58268,2.49494,0,"B1_vs_B2_peak_30062","B1_vs_B2","C-KD","ENSG00000197653.17"
"chr12",123840330,123840595,266,123840469,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30063","B1_vs_B2","C-KD","ENSG00000197653.17"
"chr12",124108231,124108496,266,124108403,4,2.24863,2.36966,0,"B1_vs_B2_peak_30071","B1_vs_B2","C-KD","ENSG00000178882.15"
"chr12",124217250,124217515,266,124217355,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30072","B1_vs_B2","C-KD","ENSG00000178882.15"
"chr12",124244924,124245189,266,124245051,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30073","B1_vs_B2","C-KD","ENSG00000178882.15"
"chr12",124271215,124271480,266,124271283,4,2.24863,2.36966,0,"B1_vs_B2_peak_30074","B1_vs_B2","C-KD","ENSG00000178882.15"
"chr12",124309662,124309977,316,124309842,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30075","B1_vs_B2","C-KD","ENSG00000178882.15"
"chr12",124312520,124312785,266,124312739,4,2.24863,2.36966,0,"B1_vs_B2_peak_30076","B1_vs_B2","C-KD","ENSG00000178882.15"
"chr12",124338359,124338764,406,124338613,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_30078","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124357055,124357334,280,124357114,6,2.49596,2.4363,0,"B1_vs_B2_peak_30080","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124363430,124363713,284,124363468,6,2.55722,2.47772,0,"B1_vs_B2_peak_30082","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124403616,124403898,283,124403746,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_30087","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124413499,124413872,374,124413643,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30088","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124417164,124417737,574,124417241,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_30089","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124423253,124423595,343,124423371,23,7.19563,3.27874,2.47856,"B1_vs_B2_peak_30091","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124433340,124433819,480,124433567,12,6.30951,4.11211,1.93341,"B1_vs_B2_peak_30093","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124461528,124461873,346,124461732,6,2.58268,2.49494,0,"B1_vs_B2_peak_30095","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124490554,124491072,519,124490736,4,2.1098,2.27193,0,"B1_vs_B2_peak_30096","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124550348,124551131,784,124550698,15,3.05941,2.18583,0.112162,"B1_vs_B2_peak_30104","B1_vs_B2","C-KD","ENSG00000196498.16"
"chr12",124613331,124613656,326,124613451,21,5.37833,2.76226,1.3713,"B1_vs_B2_peak_30106","B1_vs_B2","C-KD","ENSG00000299894.1"
"chr12",124654308,124654606,299,124654358,9,3.28945,2.69649,0.224598,"B1_vs_B2_peak_30108","B1_vs_B2","C-KD","ENSG00000299894.1"
"chr12",124655065,124655341,277,124655308,11,2.6081,2.1762,0,"B1_vs_B2_peak_30109","B1_vs_B2","C-KD","ENSG00000299894.1"
"chr12",124679314,124679589,276,124679563,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_30110","B1_vs_B2","C-KD","ENSG00000299894.1"
"chr12",124780265,124780557,293,124780357,7,4.03874,3.37712,0.58886,"B1_vs_B2_peak_30118","B1_vs_B2","C-KD","ENSG00000073060.18"
"chr12",124796650,124797309,660,124796681,12,3.08191,2.35755,0.114713,"B1_vs_B2_peak_30119","B1_vs_B2","C-KD","ENSG00000073060.18"
"chr12",124803857,124804192,336,124804052,6,3.59846,3.1807,0.414095,"B1_vs_B2_peak_30120","B1_vs_B2","C-KD","ENSG00000073060.18"
"chr12",124823469,124823895,427,124823637,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30121","B1_vs_B2","C-KD","ENSG00000073060.18"
"chr12",124844748,124845064,317,124844855,4,2.07522,2.2474,0,"B1_vs_B2_peak_30122","B1_vs_B2","C-KD","ENSG00000073060.18"
"chr12",124888372,124888868,497,124888489,5,2.86635,2.75639,0.0678765,"B1_vs_B2_peak_30124","B1_vs_B2","C-KD","ENSG00000294609.1"
"chr12",124898515,124898858,344,124898719,9,5.53892,4.0968,1.45299,"B1_vs_B2_peak_30125","B1_vs_B2","C-KD","ENSG00000294609.1"
"chr12",125071008,125071318,311,125071074,4,2.21889,2.34882,0,"B1_vs_B2_peak_30135","B1_vs_B2","C-KD","ENSG00000081760.18"
"chr12",125075305,125075570,266,125075367,4,2.24863,2.36966,0,"B1_vs_B2_peak_30136","B1_vs_B2","C-KD","ENSG00000081760.18"
"chr12",125079943,125080395,453,125080178,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30137","B1_vs_B2","C-KD","ENSG00000081760.18"
"chr12",125141486,125141812,327,125141673,8,3.94948,3.20778,0.545882,"B1_vs_B2_peak_30140","B1_vs_B2","C-KD","ENSG00000081760.18"
"chr12",125258512,125258813,302,125258571,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_30145","B1_vs_B2","C-KD","ENSG00000139364.11"
"chr12",125265422,125265687,266,125265444,4,2.24863,2.36966,0,"B1_vs_B2_peak_30146","B1_vs_B2","C-KD","ENSG00000139364.11"
"chr12",125275220,125275485,266,125275413,4,2.24863,2.36966,0,"B1_vs_B2_peak_30147","B1_vs_B2","C-KD","ENSG00000139364.11"
"chr12",125390939,125391206,268,125391164,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30148","B1_vs_B2","C-KD","ENSG00000139364.11"
"chr12",125403216,125403584,369,125403336,8,5.58339,4.26539,1.45299,"B1_vs_B2_peak_30149","B1_vs_B2","C-KD","ENSG00000139364.11"
"chr12",125410690,125411196,507,125411053,6,2.58268,2.49494,0,"B1_vs_B2_peak_30150","B1_vs_B2","C-KD","ENSG00000139364.11"
"chr12",126191611,126192152,542,126191689,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_30157","B1_vs_B2","C-KD","ENSG00000255595.6"
"chr12",126214949,126215214,266,126215110,4,2.24863,2.36966,0,"B1_vs_B2_peak_30158","B1_vs_B2","C-KD","ENSG00000255595.6"
"chr12",126301001,126301266,266,126301025,5,2.43441,2.45808,0,"B1_vs_B2_peak_30159","B1_vs_B2","C-KD","ENSG00000255595.6"
"chr12",126403837,126404172,336,126403959,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30160","B1_vs_B2","C-KD","ENSG00000255595.6"
"chr12",126405786,126406051,266,126405833,4,2.24863,2.36966,0,"B1_vs_B2_peak_30161","B1_vs_B2","C-KD","ENSG00000255595.6"
"chr12",129093243,129093508,266,129093266,4,2.24863,2.36966,0,"B1_vs_B2_peak_30205","B1_vs_B2","C-KD","ENSG00000151952.16"
"chr12",129383289,129383659,371,129383408,4,2.24863,2.36966,0,"B1_vs_B2_peak_30206","B1_vs_B2","C-KD","ENSG00000151952.16"
"chr12",129471113,129471378,266,129471155,4,2.24863,2.36966,0,"B1_vs_B2_peak_30207","B1_vs_B2","C-KD","ENSG00000151952.16"
"chr12",130521286,130521702,417,130521440,4,2.24863,2.36966,0,"B1_vs_B2_peak_30222","B1_vs_B2","C-KD","ENSG00000060709.18"
"chr12",130552756,130553021,266,130552853,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30223","B1_vs_B2","C-KD","ENSG00000060709.18"
"chr12",130615466,130615901,436,130615645,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30224","B1_vs_B2","C-KD","ENSG00000060709.18"
"chr12",130697678,130697943,266,130697827,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_30226","B1_vs_B2","C-KD","ENSG00000060709.18"
"chr12",130711102,130711370,269,130711278,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30227","B1_vs_B2","C-KD","ENSG00000060709.18"
"chr12",130791809,130792074,266,130792002,4,2.24863,2.36966,0,"B1_vs_B2_peak_30230","B1_vs_B2","C-KD","ENSG00000111450.16"
"chr12",130831418,130831709,292,130831605,5,1.97771,2.13852,0,"B1_vs_B2_peak_30232","B1_vs_B2","C-KD","ENSG00000111450.16"
"chr12",130982647,130983057,411,130982803,4,2.24863,2.36966,0,"B1_vs_B2_peak_30239","B1_vs_B2","C-KD","ENSG00000111452.14"
"chr12",130989713,130990214,502,130990076,4,2.24863,2.36966,0,"B1_vs_B2_peak_30240","B1_vs_B2","C-KD","ENSG00000111452.14"
"chr12",131050141,131050626,486,131050368,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30241","B1_vs_B2","C-KD","ENSG00000111452.14"
"chr12",131070960,131071656,697,131071212,13,7.74568,4.79248,2.85703,"B1_vs_B2_peak_30242","B1_vs_B2","C-KD","ENSG00000111452.14"
"chr12",131104533,131105073,541,131104914,17,3.28592,2.18906,0.224598,"B1_vs_B2_peak_30243","B1_vs_B2","C-KD","ENSG00000111452.14"
"chr12",131122567,131123118,552,131122667,4,2.24863,2.36966,0,"B1_vs_B2_peak_30244","B1_vs_B2","C-KD","ENSG00000111452.14"
"chr12",131132506,131132771,266,131132580,5,2.91135,2.78714,0.0678765,"B1_vs_B2_peak_30245","B1_vs_B2","C-KD","ENSG00000111452.14"
"chr12",131137631,131138028,398,131137807,8,3.75131,3.08088,0.470039,"B1_vs_B2_peak_30246","B1_vs_B2","C-KD","ENSG00000111452.14"
"chr12",131140190,131140496,307,131140379,4,2.1098,2.27193,0,"B1_vs_B2_peak_30247","B1_vs_B2","C-KD","ENSG00000111452.14"
"chr12",131176656,131177002,347,131176838,9,4.47647,3.4232,0.876934,"B1_vs_B2_peak_30249","B1_vs_B2","C-KD","ENSG00000204603.8"
"chr12",131222324,131222633,310,131222505,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_30251","B1_vs_B2","C-KD","ENSG00000204603.8"
"chr12",131235684,131236833,1150,131236252,14,3.28903,2.33753,0.224598,"B1_vs_B2_peak_30253","B1_vs_B2","C-KD","ENSG00000204603.8"
"chr12",131711833,131712124,292,131711981,10,3.39108,2.6686,0.2966,"B1_vs_B2_peak_30268","B1_vs_B2","C-KD","ENSG00000061936.11"
"chr12",131721582,131721891,310,131721736,7,4.25504,3.51985,0.740131,"B1_vs_B2_peak_30270","B1_vs_B2","C-KD","ENSG00000061936.11"
"chr12",131731007,131731272,266,131731110,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30271","B1_vs_B2","C-KD","ENSG00000061936.11"
"chr12",131751591,131751863,273,131751742,6,3.70463,3.25166,0.470039,"B1_vs_B2_peak_30272","B1_vs_B2","C-KD","ENSG00000061936.11"
"chr12",131766939,131767240,302,131767057,4,2.1098,2.27193,0,"B1_vs_B2_peak_30273","B1_vs_B2","C-KD","ENSG00000061936.11"
"chr12",131767986,131768294,309,131768145,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_30274","B1_vs_B2","C-KD","ENSG00000061936.11"
"chr12",131786347,131786667,321,131786485,6,2.58268,2.49494,0,"B1_vs_B2_peak_30276","B1_vs_B2","C-KD","ENSG00000061936.11"
"chr12",131860442,131860777,336,131860642,16,2.87594,2.06744,0.0678765,"B1_vs_B2_peak_30278","B1_vs_B2","C-KD","ENSG00000256955.3"
"chr12",131980194,131980599,406,131980367,8,5.58339,4.26539,1.45299,"B1_vs_B2_peak_30281","B1_vs_B2","C-KD","ENSG00000183495.16"
"chr12",131996161,131996472,312,131996271,7,4.66863,3.79146,0.931067,"B1_vs_B2_peak_30282","B1_vs_B2","C-KD","ENSG00000183495.16"
"chr12",132001394,132001894,501,132001637,21,4.37846,2.41081,0.820441,"B1_vs_B2_peak_30283","B1_vs_B2","C-KD","ENSG00000183495.16"
"chr12",132026399,132026664,266,132026555,4,2.24863,2.36966,0,"B1_vs_B2_peak_30284","B1_vs_B2","C-KD","ENSG00000183495.16"
"chr12",132046352,132046696,345,132046451,5,1.97771,2.13852,0,"B1_vs_B2_peak_30285","B1_vs_B2","C-KD","ENSG00000183495.16"
"chr12",132054552,132054869,318,132054694,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30286","B1_vs_B2","C-KD","ENSG00000183495.16"
"chr12",132137150,132137426,277,132137262,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30289","B1_vs_B2","C-KD","ENSG00000185163.11"
"chr12",132228600,132228865,266,132228762,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30292","B1_vs_B2","C-KD","ENSG00000182870.14"
"chr12",132237798,132238242,445,132238062,13,4.58431,3.03598,0.931067,"B1_vs_B2_peak_30293","B1_vs_B2","C-KD","ENSG00000182870.14"
"chr12",132383668,132384048,381,132383838,7,2.17129,2.1572,0,"B1_vs_B2_peak_30295","B1_vs_B2","C-KD","ENSG00000299616.1"
"chr12",132462406,132462671,266,132462465,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30298","B1_vs_B2","C-KD","ENSG00000309954.1"
"chr12",132464595,132464860,266,132464685,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30299","B1_vs_B2","C-KD","ENSG00000309954.1"
"chr12",132495178,132495443,266,132495223,5,1.97771,2.13852,0,"B1_vs_B2_peak_30303","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132500374,132501044,671,132500608,8,3.94948,3.20778,0.545882,"B1_vs_B2_peak_30305","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132532995,132533493,499,132533232,4,2.14525,2.29699,0,"B1_vs_B2_peak_30306","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132535499,132535884,386,132535663,5,2.95747,2.81858,0.0678765,"B1_vs_B2_peak_30307","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132539095,132539520,426,132539307,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_30308","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132550289,132550659,371,132550522,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30309","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132567071,132567527,457,132567362,6,3.35346,3.01613,0.273834,"B1_vs_B2_peak_30311","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132567886,132568151,266,132568066,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_30312","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132571889,132572154,266,132571902,4,2.07522,2.2474,0,"B1_vs_B2_peak_30313","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132575234,132575560,327,132575346,5,2.65678,2.61229,0.00405961,"B1_vs_B2_peak_30314","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132578665,132578973,309,132578875,6,2.43669,2.39624,0,"B1_vs_B2_peak_30315","B1_vs_B2","C-KD","ENSG00000112787.15"
"chr12",132786343,132786704,362,132786554,6,2.82435,2.65851,0.0678765,"B1_vs_B2_peak_30342","B1_vs_B2","C-KD","ENSG00000090615.17"
"chr12",132796497,132796762,266,132796597,5,2.50537,2.50742,0,"B1_vs_B2_peak_30343","B1_vs_B2","C-KD","ENSG00000090615.17"
"chr12",132798647,132798991,345,132798783,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30344","B1_vs_B2","C-KD","ENSG00000090615.17"
"chr12",132807378,132807945,568,132807761,6,2.58268,2.49494,0,"B1_vs_B2_peak_30345","B1_vs_B2","C-KD","ENSG00000090615.17"
"chr12",132836666,132837037,372,132836712,6,1.93436,2.05788,0,"B1_vs_B2_peak_30347","B1_vs_B2","C-KD","ENSG00000072609.19"
"chr12",132845135,132845747,613,132845701,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30348","B1_vs_B2","C-KD","ENSG00000072609.19"
"chr12",132848956,132849270,315,132849103,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_30349","B1_vs_B2","C-KD","ENSG00000072609.19"
"chr12",132864628,132865027,400,132864795,4,2.24863,2.36966,0,"B1_vs_B2_peak_30351","B1_vs_B2","C-KD","ENSG00000072609.19"
"chr12",132868057,132868322,266,132868216,4,2.24863,2.36966,0,"B1_vs_B2_peak_30352","B1_vs_B2","C-KD","ENSG00000072609.19"
"chr12",132881263,132881610,348,132881467,4,2.1098,2.27193,0,"B1_vs_B2_peak_30353","B1_vs_B2","C-KD","ENSG00000072609.19"
"chr12",132902220,132902485,266,132902240,4,2.24863,2.36966,0,"B1_vs_B2_peak_30354","B1_vs_B2","C-KD","ENSG00000072609.19"
"chr13",19681503,19681978,476,19681739,13,3.58578,2.5389,0.414095,"B1_vs_B2_peak_30409","B1_vs_B2","C-KD","ENSG00000121390.20"
"chr13",19766186,19766628,443,19766445,4,2.24863,2.36966,0,"B1_vs_B2_peak_30411","B1_vs_B2","C-KD","ENSG00000121390.20"
"chr13",20126123,20126583,461,20126385,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30427","B1_vs_B2","C-KD","ENSG00000303261.1"
"chr13",20791756,20792174,419,20791948,4,2.24863,2.36966,0,"B1_vs_B2_peak_30451","B1_vs_B2","C-KD","ENSG00000132953.19"
"chr13",20828807,20829076,270,20828843,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_30453","B1_vs_B2","C-KD","ENSG00000132953.19"
"chr13",20834272,20834807,536,20834423,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30454","B1_vs_B2","C-KD","ENSG00000132953.19"
"chr13",20891961,20892370,410,20892202,4,2.24863,2.36966,0,"B1_vs_B2_peak_30455","B1_vs_B2","C-KD","ENSG00000132953.19"
"chr13",21004422,21005159,738,21004626,21,3.7385,2.19377,0.470039,"B1_vs_B2_peak_30459","B1_vs_B2","C-KD","ENSG00000150457.10"
"chr13",21017093,21017727,635,21017185,26,4.02726,2.11982,0.579518,"B1_vs_B2_peak_30460","B1_vs_B2","C-KD","ENSG00000150457.10"
"chr13",21024125,21024523,399,21024261,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30461","B1_vs_B2","C-KD","ENSG00000150457.10"
"chr13",21027100,21027497,398,21027309,6,2.58268,2.49494,0,"B1_vs_B2_peak_30462","B1_vs_B2","C-KD","ENSG00000150457.10"
"chr13",21031582,21032015,434,21031786,7,2.7509,2.53053,0.0627117,"B1_vs_B2_peak_30463","B1_vs_B2","C-KD","ENSG00000150457.10"
"chr13",21032870,21033443,574,21033286,10,2.8851,2.38541,0.0678765,"B1_vs_B2_peak_30464","B1_vs_B2","C-KD","ENSG00000150457.10"
"chr13",21033596,21033995,400,21033801,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_30465","B1_vs_B2","C-KD","ENSG00000150457.10"
"chr13",21043832,21044220,389,21044061,5,2.95747,2.81858,0.0678765,"B1_vs_B2_peak_30466","B1_vs_B2","C-KD","ENSG00000150457.10"
"chr13",21049559,21049824,266,21049807,5,1.97771,2.13852,0,"B1_vs_B2_peak_30467","B1_vs_B2","C-KD","ENSG00000150457.10"
"chr13",21105808,21106073,266,21106001,4,2.0085,2.19991,0,"B1_vs_B2_peak_30468","B1_vs_B2","C-KD","ENSG00000302557.1"
"chr13",21110860,21111125,266,21111032,17,3.28592,2.18906,0.224598,"B1_vs_B2_peak_30469","B1_vs_B2","C-KD","ENSG00000302557.1"
"chr13",22928478,22928905,428,22928707,4,2.1098,2.27193,0,"B1_vs_B2_peak_30503","B1_vs_B2","C-KD","ENSG00000289217.3"
"chr13",23349720,23350154,435,23349919,4,2.24863,2.36966,0,"B1_vs_B2_peak_30512","B1_vs_B2","C-KD","ENSG00000151835.17"
"chr13",23350345,23350774,430,23350531,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30513","B1_vs_B2","C-KD","ENSG00000151835.17"
"chr13",23377918,23378408,491,23378228,31,4.86335,2.20043,1.0493,"B1_vs_B2_peak_30515","B1_vs_B2","C-KD","ENSG00000151835.17"
"chr13",23508662,23508927,266,23508731,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30518","B1_vs_B2","C-KD","ENSG00000298148.1"
"chr13",23781733,23782239,507,23782090,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30522","B1_vs_B2","C-KD","ENSG00000027001.11"
"chr13",23789927,23790192,266,23790098,4,2.24863,2.36966,0,"B1_vs_B2_peak_30523","B1_vs_B2","C-KD","ENSG00000027001.11"
"chr13",23794415,23794929,515,23794818,6,2.754,2.61088,0.0627117,"B1_vs_B2_peak_30524","B1_vs_B2","C-KD","ENSG00000027001.11"
"chr13",24419640,24419905,266,24419736,4,2.24863,2.36966,0,"B1_vs_B2_peak_30545","B1_vs_B2","C-KD","ENSG00000205822.11"
"chr13",24457124,24457456,333,24457193,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30546","B1_vs_B2","C-KD","ENSG00000205822.11"
"chr13",24541723,24542038,316,24541799,10,2.8851,2.38541,0.0678765,"B1_vs_B2_peak_30548","B1_vs_B2","C-KD","ENSG00000205822.11"
"chr13",24555082,24555424,343,24555287,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_30549","B1_vs_B2","C-KD","ENSG00000205822.11"
"chr13",24692763,24693028,266,24692925,4,1.9763,2.17691,0,"B1_vs_B2_peak_30556","B1_vs_B2","C-KD","ENSG00000075673.13"
"chr13",24694103,24694377,275,24694182,11,3.41945,2.60227,0.308719,"B1_vs_B2_peak_30557","B1_vs_B2","C-KD","ENSG00000075673.13"
"chr13",25203400,25203681,282,25203445,6,3.13359,2.86776,0.139169,"B1_vs_B2_peak_30587","B1_vs_B2","C-KD","ENSG00000225105.3"
"chr13",25209003,25209268,266,25209093,4,2.24863,2.36966,0,"B1_vs_B2_peak_30588","B1_vs_B2","C-KD","ENSG00000225105.3"
"chr13",25232326,25232609,284,25232453,5,2.95747,2.81858,0.0678765,"B1_vs_B2_peak_30589","B1_vs_B2","C-KD","ENSG00000225105.3"
"chr13",25236610,25236948,339,25236733,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30590","B1_vs_B2","C-KD","ENSG00000225105.3"
"chr13",25374503,25374899,397,25374699,5,2.65678,2.61229,0.00405961,"B1_vs_B2_peak_30597","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25395141,25395502,362,25395379,4,2.24863,2.36966,0,"B1_vs_B2_peak_30599","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25454687,25454952,266,25454745,4,2.24863,2.36966,0,"B1_vs_B2_peak_30600","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25464396,25464696,301,25464470,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_30601","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25465287,25465731,445,25465525,4,2.24863,2.36966,0,"B1_vs_B2_peak_30602","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25482276,25482541,266,25482421,4,2.24863,2.36966,0,"B1_vs_B2_peak_30603","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25491723,25492168,446,25491984,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30604","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25579551,25579816,266,25579711,4,2.24863,2.36966,0,"B1_vs_B2_peak_30605","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25649624,25649889,266,25649648,4,2.24863,2.36966,0,"B1_vs_B2_peak_30606","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25840420,25840884,465,25840531,4,2.24863,2.36966,0,"B1_vs_B2_peak_30607","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25850123,25850388,266,25850260,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30608","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25892340,25892636,297,25892434,4,2.24863,2.36966,0,"B1_vs_B2_peak_30609","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25905310,25905575,266,25905526,7,2.47477,2.35187,0,"B1_vs_B2_peak_30610","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25925311,25925576,266,25925420,4,2.24863,2.36966,0,"B1_vs_B2_peak_30611","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",25980258,25980523,266,25980385,6,2.43669,2.39624,0,"B1_vs_B2_peak_30614","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",26011203,26011468,266,26011301,4,2.24863,2.36966,0,"B1_vs_B2_peak_30615","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",26012916,26013181,266,26013088,4,2.24863,2.36966,0,"B1_vs_B2_peak_30616","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",26017404,26017899,496,26017895,5,1.97771,2.13852,0,"B1_vs_B2_peak_30617","B1_vs_B2","C-KD","ENSG00000132932.19"
"chr13",26128419,26128684,266,26128586,4,2.14525,2.29699,0,"B1_vs_B2_peak_30624","B1_vs_B2","C-KD","ENSG00000233963.2"
"chr13",26133166,26133648,483,26133355,27,7.39643,3.06831,2.61494,"B1_vs_B2_peak_30625","B1_vs_B2","C-KD","ENSG00000233963.2"
"chr13",26139138,26139408,271,26139264,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30626","B1_vs_B2","C-KD","ENSG00000233963.2"
"chr13",26140142,26140528,387,26140273,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30627","B1_vs_B2","C-KD","ENSG00000233963.2"
"chr13",26147433,26147844,412,26147588,4,2.24863,2.36966,0,"B1_vs_B2_peak_30628","B1_vs_B2","C-KD","ENSG00000233963.2"
"chr13",26288666,26289008,343,26288914,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_30632","B1_vs_B2","C-KD","ENSG00000132964.14"
"chr13",26985282,26985547,266,26985407,16,3.50179,2.32244,0.363408,"B1_vs_B2_peak_30666","B1_vs_B2","C-KD","ENSG00000283579.1"
