"chr","start","end","length","abs_summit","pileup","X.log10.pvalue.","fold_enrichment","X.log10.qvalue.","name","sample","group","GENE_ID"
"chr14",59323871,59324130,260,59323995,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7399","B2_vs_B1","KD-C","ENSG00000100592.16"
"chr14",59516668,59517089,422,59516849,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7402","B2_vs_B1","KD-C","ENSG00000258782.3"
"chr14",59657485,59657904,420,59657682,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7403","B2_vs_B1","KD-C","ENSG00000139970.19"
"chr14",59860403,59860662,260,59860608,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7404","B2_vs_B1","KD-C","ENSG00000139970.19"
"chr14",60944069,60944449,381,60944226,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7408","B2_vs_B1","KD-C","ENSG00000020426.12"
"chr14",61056049,61056308,260,61056086,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7409","B2_vs_B1","KD-C","ENSG00000139974.18"
"chr14",61059557,61059951,395,61059627,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7410","B2_vs_B1","KD-C","ENSG00000139974.18"
"chr14",61060806,61061065,260,61061014,5.42,1.78085,2.13901,0,"B2_vs_B1_peak_7411","B2_vs_B1","KD-C","ENSG00000139974.18"
"chr14",61234049,61234551,503,61234183,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7412","B2_vs_B1","KD-C","ENSG00000027075.18"
"chr14",61406479,61406925,447,61406829,9.93,2.08979,2.18625,0,"B2_vs_B1_peak_7413","B2_vs_B1","KD-C","ENSG00000027075.18"
"chr14",61412066,61412505,440,61412282,5.42,2.6094,2.75883,0,"B2_vs_B1_peak_7414","B2_vs_B1","KD-C","ENSG00000027075.18"
"chr14",61567242,61567505,264,61567436,7.22,2.85371,2.66971,0,"B2_vs_B1_peak_7415","B2_vs_B1","KD-C","ENSG00000258989.1"
"chr14",61637087,61637346,260,61637178,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7416","B2_vs_B1","KD-C","ENSG00000258989.1"
"chr14",62087186,62087445,260,62087320,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7417","B2_vs_B1","KD-C","ENSG00000139973.19"
"chr14",62781039,62781363,325,62781145,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7419","B2_vs_B1","KD-C","ENSG00000140015.20"
"chr14",62976087,62976488,402,62976331,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7420","B2_vs_B1","KD-C","ENSG00000140015.20"
"chr14",63497274,63497579,306,63497350,8.13,5.03921,3.96763,0.386698,"B2_vs_B1_peak_7423","B2_vs_B1","KD-C","ENSG00000154001.15"
"chr14",63845479,63845738,260,63845695,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7425","B2_vs_B1","KD-C","ENSG00000054654.20"
"chr14",63875418,63875725,308,63875576,14.45,3.6454,2.57424,0,"B2_vs_B1_peak_7426","B2_vs_B1","KD-C","ENSG00000054654.20"
"chr14",63883935,63884395,461,63884162,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7427","B2_vs_B1","KD-C","ENSG00000054654.20"
"chr14",64783542,64783801,260,64783658,4.51,2.15539,2.5411,0,"B2_vs_B1_peak_7435","B2_vs_B1","KD-C","ENSG00000070182.22"
"chr14",64787558,64787817,260,64787790,14.45,2.85376,2.20649,0,"B2_vs_B1_peak_7436","B2_vs_B1","KD-C","ENSG00000070182.22"
"chr14",65211429,65211743,315,65211620,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7440","B2_vs_B1","KD-C","ENSG00000255002.3"
"chr14",65702139,65702398,260,65702197,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7443","B2_vs_B1","KD-C","ENSG00000033170.18"
"chr14",66111001,66111273,273,66111057,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7444","B2_vs_B1","KD-C","ENSG00000258847.2"
"chr14",66596298,66596557,260,66596458,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7445","B2_vs_B1","KD-C","ENSG00000171723.17"
"chr14",66689836,66690115,280,66689885,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7446","B2_vs_B1","KD-C","ENSG00000171723.17"
"chr14",67166701,67167072,372,67166850,9.03,5.24053,3.91734,0.510573,"B2_vs_B1_peak_7447","B2_vs_B1","KD-C","ENSG00000171723.17"
"chr14",67471831,67472090,260,67472011,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7452","B2_vs_B1","KD-C","ENSG00000198133.10"
"chr14",67572910,67573169,260,67572972,4.51,1.97212,2.39748,0,"B2_vs_B1_peak_7453","B2_vs_B1","KD-C","ENSG00000054690.15"
"chr14",67657486,67657745,260,67657555,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7454","B2_vs_B1","KD-C","ENSG00000100568.12"
"chr14",67934727,67935025,299,67934879,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7456","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68185069,68185353,285,68185278,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7458","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68368597,68368856,260,68368642,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7459","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68380967,68381226,260,68381111,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7460","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68471094,68471353,260,68471233,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7461","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68551096,68551417,322,68551181,8.13,3.50173,2.96284,0,"B2_vs_B1_peak_7462","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68635185,68635444,260,68635226,4.51,2.15539,2.5411,0,"B2_vs_B1_peak_7463","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68659338,68659597,260,68659484,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7464","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68671925,68672222,298,68672058,14.45,5.17077,3.32876,0.480849,"B2_vs_B1_peak_7465","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68727754,68728121,368,68727970,11.74,5.18121,3.81345,0.483797,"B2_vs_B1_peak_7466","B2_vs_B1","KD-C","ENSG00000182185.19"
"chr14",68878582,68878841,260,68878652,6.32,2.66831,2.66954,0,"B2_vs_B1_peak_7468","B2_vs_B1","KD-C","ENSG00000072110.18"
"chr14",69528070,69528358,289,69528129,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7470","B2_vs_B1","KD-C","ENSG00000175985.11"
"chr14",70167461,70167807,347,70167569,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7474","B2_vs_B1","KD-C","ENSG00000100678.21"
"chr14",70771925,70772184,260,70771938,7.22,1.92429,2.05568,0,"B2_vs_B1_peak_7477","B2_vs_B1","KD-C","ENSG00000006432.17"
"chr14",70776944,70777203,260,70777097,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7478","B2_vs_B1","KD-C","ENSG00000006432.17"
"chr14",70981755,70982051,297,70981926,6.32,2.34354,2.43996,0,"B2_vs_B1_peak_7479","B2_vs_B1","KD-C","ENSG00000100731.16"
"chr14",70988602,70988861,260,70988622,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7480","B2_vs_B1","KD-C","ENSG00000100731.16"
"chr14",71192443,71192730,288,71192562,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7481","B2_vs_B1","KD-C","ENSG00000286423.2"
"chr14",71550538,71551165,628,71550978,9.03,4.33257,3.3428,0.0308892,"B2_vs_B1_peak_7483","B2_vs_B1","KD-C","ENSG00000197555.11"
"chr14",71659102,71659371,270,71659305,8.13,5.66288,4.37683,0.716457,"B2_vs_B1_peak_7484","B2_vs_B1","KD-C","ENSG00000197555.11"
"chr14",71672176,71672435,260,71672416,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7485","B2_vs_B1","KD-C","ENSG00000197555.11"
"chr14",71727241,71727500,260,71727299,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7486","B2_vs_B1","KD-C","ENSG00000197555.11"
"chr14",72074174,72074475,302,72074365,8.13,5.66288,4.37683,0.716457,"B2_vs_B1_peak_7490","B2_vs_B1","KD-C","ENSG00000182732.18"
"chr14",72119930,72120189,260,72120095,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7491","B2_vs_B1","KD-C","ENSG00000182732.18"
"chr14",72122012,72122271,260,72122078,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7492","B2_vs_B1","KD-C","ENSG00000182732.18"
"chr14",72233407,72233666,260,72233478,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7493","B2_vs_B1","KD-C","ENSG00000182732.18"
"chr14",72254599,72254865,267,72254723,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7494","B2_vs_B1","KD-C","ENSG00000182732.18"
"chr14",72341738,72342308,571,72341881,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7495","B2_vs_B1","KD-C","ENSG00000182732.18"
"chr14",72401710,72402195,486,72401963,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7496","B2_vs_B1","KD-C","ENSG00000182732.18"
"chr14",72705728,72705987,260,72705866,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7498","B2_vs_B1","KD-C","ENSG00000205683.12"
"chr14",72716368,72716627,260,72716448,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7499","B2_vs_B1","KD-C","ENSG00000205683.12"
"chr14",72777456,72777715,260,72777518,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7500","B2_vs_B1","KD-C","ENSG00000205683.12"
"chr14",72810228,72810702,475,72810453,9.03,4.33257,3.3428,0.0308892,"B2_vs_B1_peak_7502","B2_vs_B1","KD-C","ENSG00000205683.12"
"chr14",72871103,72871464,362,72871325,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7503","B2_vs_B1","KD-C","ENSG00000205683.12"
"chr14",72994166,72994425,260,72994282,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7506","B2_vs_B1","KD-C","ENSG00000165861.15"
"chr14",73002106,73002365,260,73002170,4.51,2.07919,2.48164,0,"B2_vs_B1_peak_7507","B2_vs_B1","KD-C","ENSG00000165861.15"
"chr14",73010271,73010653,383,73010358,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7508","B2_vs_B1","KD-C","ENSG00000165861.15"
"chr14",73198525,73198784,260,73198592,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7512","B2_vs_B1","KD-C","ENSG00000080815.21"
"chr14",73300028,73300466,439,73300223,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7516","B2_vs_B1","KD-C","ENSG00000133961.23"
"chr14",73694754,73695013,260,73694986,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7518","B2_vs_B1","KD-C","ENSG00000119661.16"
"chr14",74543606,74543865,260,74543770,5.42,2.87891,2.95716,0,"B2_vs_B1_peak_7521","B2_vs_B1","KD-C","ENSG00000119681.13"
"chr14",74600536,74600803,268,74600646,5.42,2.97845,3.02976,0,"B2_vs_B1_peak_7522","B2_vs_B1","KD-C","ENSG00000119681.13"
"chr14",74606196,74606455,260,74606404,5.42,2.7845,2.88795,0,"B2_vs_B1_peak_7523","B2_vs_B1","KD-C","ENSG00000119681.13"
"chr14",76358938,76359259,322,76359054,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7529","B2_vs_B1","KD-C","ENSG00000119715.15"
"chr14",76458321,76458673,353,76458499,5.42,2.65158,2.79002,0,"B2_vs_B1_peak_7530","B2_vs_B1","KD-C","ENSG00000119715.15"
"chr14",76546802,76547235,434,76546983,5.42,1.78085,2.13901,0,"B2_vs_B1_peak_7531","B2_vs_B1","KD-C","ENSG00000259124.1"
"chr14",76656733,76656992,260,76656833,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7532","B2_vs_B1","KD-C","ENSG00000259124.1"
"chr14",76703207,76703483,277,76703352,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7533","B2_vs_B1","KD-C","ENSG00000259124.1"
"chr14",76720619,76721130,512,76720677,18.06,3.18684,2.11742,0,"B2_vs_B1_peak_7534","B2_vs_B1","KD-C","ENSG00000259124.1"
"chr14",76761629,76761949,321,76761829,12.64,3.5627,2.72795,0,"B2_vs_B1_peak_7536","B2_vs_B1","KD-C","ENSG00000071246.11"
"chr14",76961799,76962286,488,76962081,21.67,3.15512,2.06074,0,"B2_vs_B1_peak_7538","B2_vs_B1","KD-C","ENSG00000285966.1"
"chr14",77250222,77250481,260,77250302,6.32,2.34354,2.43996,0,"B2_vs_B1_peak_7539","B2_vs_B1","KD-C","ENSG00000165548.12"
"chr14",77525328,77525603,276,77525351,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7540","B2_vs_B1","KD-C","ENSG00000100596.9"
"chr14",77690255,77690588,334,77690414,7.22,4.73836,3.94381,0.188214,"B2_vs_B1_peak_7541","B2_vs_B1","KD-C","ENSG00000100601.11"
"chr14",77839219,77839694,476,77839348,7.22,1.92429,2.05568,0,"B2_vs_B1_peak_7543","B2_vs_B1","KD-C","ENSG00000063761.17"
"chr14",77858825,77859084,260,77858970,5.42,2.65158,2.79002,0,"B2_vs_B1_peak_7544","B2_vs_B1","KD-C","ENSG00000063761.17"
"chr14",77910968,77911227,260,77911022,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7545","B2_vs_B1","KD-C","ENSG00000063761.17"
"chr14",78171644,78171903,260,78171838,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7549","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",78227188,78227471,284,78227257,6.32,2.93642,2.85933,0,"B2_vs_B1_peak_7550","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",78367426,78367685,260,78367474,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7551","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",78513976,78514287,312,78514107,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7552","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",78606170,78606444,275,78606333,9.93,2.95763,2.73281,0,"B2_vs_B1_peak_7553","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",79127742,79128213,472,79127958,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7554","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",79310428,79310687,260,79310637,5.42,2.65158,2.79002,0,"B2_vs_B1_peak_7555","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",79472812,79473071,260,79472861,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7556","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",79493040,79493454,415,79493094,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7557","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",79685739,79685998,260,79685868,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7558","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",79789322,79789581,260,79789429,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7559","B2_vs_B1","KD-C","ENSG00000021645.20"
"chr14",80470412,80470671,260,80470585,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7560","B2_vs_B1","KD-C","ENSG00000258766.2"
"chr14",80493058,80493317,260,80493265,5.42,1.78085,2.13901,0,"B2_vs_B1_peak_7561","B2_vs_B1","KD-C","ENSG00000100629.18"
"chr14",80654995,80655323,329,80655201,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7562","B2_vs_B1","KD-C","ENSG00000100629.18"
"chr14",80700620,80700921,302,80700831,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7563","B2_vs_B1","KD-C","ENSG00000100629.18"
"chr14",80827824,80828083,260,80827908,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7564","B2_vs_B1","KD-C","ENSG00000100629.18"
"chr14",80847848,80848107,260,80847883,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7565","B2_vs_B1","KD-C","ENSG00000100629.18"
"chr14",81085273,81085532,260,81085474,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7566","B2_vs_B1","KD-C","ENSG00000165409.18"
"chr14",85457871,85458289,419,85458124,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7573","B2_vs_B1","KD-C","ENSG00000258902.3"
"chr14",87415757,87416023,267,87415908,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7580","B2_vs_B1","KD-C","ENSG00000310449.1"
"chr14",87703160,87703419,260,87703313,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7581","B2_vs_B1","KD-C","ENSG00000258807.6"
"chr14",87803931,87804209,279,87804120,5.42,2.73908,2.85455,0,"B2_vs_B1_peak_7582","B2_vs_B1","KD-C","ENSG00000258807.6"
"chr14",87904321,87904580,260,87904396,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7583","B2_vs_B1","KD-C","ENSG00000054983.18"
"chr14",87952125,87952428,304,87952222,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7584","B2_vs_B1","KD-C","ENSG00000054983.18"
"chr14",88285313,88285684,372,88285498,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7585","B2_vs_B1","KD-C","ENSG00000100433.17"
"chr14",88604995,88605254,260,88605095,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7587","B2_vs_B1","KD-C","ENSG00000100722.21"
"chr14",88626622,88626881,260,88626824,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7588","B2_vs_B1","KD-C","ENSG00000100722.21"
"chr14",88665807,88666066,260,88665955,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7589","B2_vs_B1","KD-C","ENSG00000165521.17"
"chr14",88785288,88785655,368,88785293,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7590","B2_vs_B1","KD-C","ENSG00000165521.17"
"chr14",89126614,89126873,260,89126849,4.51,1.97212,2.39748,0,"B2_vs_B1_peak_7594","B2_vs_B1","KD-C","ENSG00000053254.17"
"chr14",89139634,89140176,543,89139953,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7595","B2_vs_B1","KD-C","ENSG00000053254.17"
"chr14",89408217,89408585,369,89408351,5.42,2.69479,2.82192,0,"B2_vs_B1_peak_7596","B2_vs_B1","KD-C","ENSG00000053254.17"
"chr14",89564308,89564691,384,89564452,15.35,3.2932,2.33547,0,"B2_vs_B1_peak_7597","B2_vs_B1","KD-C","ENSG00000053254.17"
"chr14",90504204,90504463,260,90504283,4.51,2.0069,2.42489,0,"B2_vs_B1_peak_7601","B2_vs_B1","KD-C","ENSG00000233208.7"
"chr14",90659007,90659416,410,90659178,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7603","B2_vs_B1","KD-C","ENSG00000165914.16"
"chr14",90671739,90671998,260,90671892,6.32,2.34354,2.43996,0,"B2_vs_B1_peak_7604","B2_vs_B1","KD-C","ENSG00000165914.16"
"chr14",90704198,90704457,260,90704405,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7605","B2_vs_B1","KD-C","ENSG00000165914.16"
"chr14",90736558,90736817,260,90736748,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7606","B2_vs_B1","KD-C","ENSG00000165914.16"
"chr14",90743264,90743523,260,90743389,5.42,2.65158,2.79002,0,"B2_vs_B1_peak_7607","B2_vs_B1","KD-C","ENSG00000165914.16"
"chr14",90781609,90781868,260,90781710,4.51,1.6667,2.15398,0,"B2_vs_B1_peak_7608","B2_vs_B1","KD-C","ENSG00000165914.16"
"chr14",90983129,90983389,261,90983205,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7609","B2_vs_B1","KD-C","ENSG00000100784.13"
"chr14",91605697,91605956,260,91605749,10.83,3.53412,2.95852,0,"B2_vs_B1_peak_7612","B2_vs_B1","KD-C","ENSG00000133962.8"
"chr14",91641661,91641920,260,91641751,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7613","B2_vs_B1","KD-C","ENSG00000133962.8"
"chr14",91645535,91645794,260,91645752,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7614","B2_vs_B1","KD-C","ENSG00000133962.8"
"chr14",92135133,92135539,407,92135287,7.22,2.9599,2.74091,0,"B2_vs_B1_peak_7615","B2_vs_B1","KD-C","ENSG00000165934.14"
"chr14",92354095,92354354,260,92354255,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7618","B2_vs_B1","KD-C","ENSG00000140090.18"
"chr14",92491088,92491347,260,92491211,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7619","B2_vs_B1","KD-C","ENSG00000140090.18"
"chr14",92525467,92525807,341,92525718,5.42,2.65158,2.79002,0,"B2_vs_B1_peak_7620","B2_vs_B1","KD-C","ENSG00000100599.17"
"chr14",92561856,92562337,482,92562253,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7621","B2_vs_B1","KD-C","ENSG00000100599.17"
"chr14",92734148,92734407,260,92734261,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7622","B2_vs_B1","KD-C","ENSG00000100600.16"
"chr14",93083625,93083884,260,93083809,5.42,1.78085,2.13901,0,"B2_vs_B1_peak_7624","B2_vs_B1","KD-C","ENSG00000100605.18"
"chr14",93455024,93455460,437,93455206,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7626","B2_vs_B1","KD-C","ENSG00000133958.14"
"chr14",93561960,93562219,260,93562051,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7627","B2_vs_B1","KD-C","ENSG00000133958.14"
"chr14",94539508,94540016,509,94539919,9.03,4.33257,3.3428,0.0308892,"B2_vs_B1_peak_7631","B2_vs_B1","KD-C","ENSG00000294537.1"
"chr14",95199660,95199951,292,95199829,6.32,3.84651,3.49898,0,"B2_vs_B1_peak_7634","B2_vs_B1","KD-C","ENSG00000165959.13"
"chr14",95212845,95213104,260,95213018,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7635","B2_vs_B1","KD-C","ENSG00000165959.13"
"chr14",95226332,95226741,410,95226532,4.51,2.27781,2.63585,0,"B2_vs_B1_peak_7636","B2_vs_B1","KD-C","ENSG00000165959.13"
"chr14",96214574,96214896,323,96214745,7.22,4.73836,3.94381,0.188214,"B2_vs_B1_peak_7649","B2_vs_B1","KD-C","ENSG00000168398.8"
"chr14",96400567,96400826,260,96400667,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7650","B2_vs_B1","KD-C","ENSG00000140057.10"
"chr14",96458556,96458824,269,96458741,4.51,1.97212,2.39748,0,"B2_vs_B1_peak_7651","B2_vs_B1","KD-C","ENSG00000140057.10"
"chr14",96549167,96549426,260,96549297,5.42,2.97845,3.02976,0,"B2_vs_B1_peak_7652","B2_vs_B1","KD-C","ENSG00000090060.20"
"chr14",96696376,96696862,487,96696696,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7653","B2_vs_B1","KD-C","ENSG00000258702.6"
"chr14",96708465,96709262,798,96709049,7.22,4.73836,3.94381,0.188214,"B2_vs_B1_peak_7654","B2_vs_B1","KD-C","ENSG00000258702.6"
"chr14",96802916,96803250,335,96803078,6.32,2.56395,2.5957,0,"B2_vs_B1_peak_7655","B2_vs_B1","KD-C","ENSG00000100749.10"
"chr14",96883609,96883868,260,96883781,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7656","B2_vs_B1","KD-C","ENSG00000100749.10"
"chr14",98899322,98899679,358,98899479,5.42,2.65158,2.79002,0,"B2_vs_B1_peak_7660","B2_vs_B1","KD-C","ENSG00000294598.1"
"chr14",98900427,98900686,260,98900558,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7661","B2_vs_B1","KD-C","ENSG00000294598.1"
"chr14",98986793,98987052,260,98986861,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7662","B2_vs_B1","KD-C","ENSG00000294598.1"
"chr14",99009179,99009438,260,99009388,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7663","B2_vs_B1","KD-C","ENSG00000294598.1"
"chr14",99032885,99033292,408,99033071,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7664","B2_vs_B1","KD-C","ENSG00000294598.1"
"chr14",99066795,99067094,300,99066940,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7665","B2_vs_B1","KD-C","ENSG00000294598.1"
"chr14",99204401,99204660,260,99204559,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7666","B2_vs_B1","KD-C","ENSG00000127152.18"
"chr14",99412245,99412504,260,99412312,5.42,2.97845,3.02976,0,"B2_vs_B1_peak_7667","B2_vs_B1","KD-C","ENSG00000183576.14"
"chr14",99443946,99444310,365,99443950,5.42,1.78085,2.13901,0,"B2_vs_B1_peak_7668","B2_vs_B1","KD-C","ENSG00000183576.14"
"chr14",99496547,99496926,380,99496729,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7669","B2_vs_B1","KD-C","ENSG00000090061.18"
"chr14",99615899,99616165,267,99616154,8.13,2.8277,2.53488,0,"B2_vs_B1_peak_7671","B2_vs_B1","KD-C","ENSG00000247970.4"
"chr14",99648968,99649362,395,99649154,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7672","B2_vs_B1","KD-C","ENSG00000182218.11"
"chr14",99746695,99747086,392,99746779,8.13,3.14061,2.7322,0,"B2_vs_B1_peak_7673","B2_vs_B1","KD-C","ENSG00000066629.20"
"chr14",99927834,99928349,516,99928075,18.06,9.25272,4.7642,2.93175,"B2_vs_B1_peak_7674","B2_vs_B1","KD-C","ENSG00000066629.20"
"chr14",100248518,100248853,336,100248690,9.03,4.14939,3.22872,0,"B2_vs_B1_peak_7677","B2_vs_B1","KD-C","ENSG00000100811.15"
"chr14",100489917,100490176,260,100489960,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7679","B2_vs_B1","KD-C","ENSG00000176473.15"
"chr14",100529114,100529373,260,100529226,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7680","B2_vs_B1","KD-C","ENSG00000176473.15"
"chr14",100551724,100552073,350,100551852,5.42,3.03029,3.06742,0,"B2_vs_B1_peak_7681","B2_vs_B1","KD-C","ENSG00000183092.19"
"chr14",100564595,100564882,288,100564800,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7682","B2_vs_B1","KD-C","ENSG00000183092.19"
"chr14",100783450,100783874,425,100783674,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7685","B2_vs_B1","KD-C","ENSG00000214548.20"
"chr14",100828084,100828357,274,100828242,7.22,4.19197,3.57509,0,"B2_vs_B1_peak_7686","B2_vs_B1","KD-C","ENSG00000214548.20"
"chr14",100836558,100836931,374,100836599,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_7687","B2_vs_B1","KD-C","ENSG00000214548.20"
"chr14",100867508,100867870,363,100867611,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_7688","B2_vs_B1","KD-C","ENSG00000258399.10"
"chr14",101019856,101020518,663,101020288,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_7689","B2_vs_B1","KD-C","ENSG00000225746.15"
"chr14",101572079,101572359,281,101572164,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_7694","B2_vs_B1","KD-C","ENSG00000258498.11"
"chr14",101607886,101608247,362,101608021,6.32,2.34354,2.43996,0,"B2_vs_B1_peak_7695","B2_vs_B1","KD-C","ENSG00000258498.11"
"chr14",101712568,101713395,828,101713346,5.42,2.7845,2.88795,0,"B2_vs_B1_peak_7697","B2_vs_B1","KD-C","ENSG00000258404.2"
