"","chr","start","end","GENE_ID"
"538","chr14",61992185,61992311,"ENSG00000139973.19"
"539","chr14",63436469,63436713,"ENSG00000154001.15"
"540","chr14",67940455,67940776,"ENSG00000182185.19"
"541","chr14",67941201,67941492,"ENSG00000182185.19"
"542","chr14",70955918,70956205,"ENSG00000100731.16"
"543","chr14",73239454,73239883,"ENSG00000100767.18"
"544","chr14",73634265,73634530,NA
"545","chr14",74066121,74066352,"ENSG00000119636.17"
"546","chr14",74344403,74344814,"ENSG00000133980.6"
"547","chr14",74563023,74563423,"ENSG00000119681.13"
"548","chr14",77591019,77591437,"ENSG00000100596.9"
"549","chr14",84706717,84707042,NA
"550","chr14",88579535,88579628,"ENSG00000100722.21"
"551","chr14",90559021,90559250,"ENSG00000165914.16"
"552","chr14",90603428,90603776,"ENSG00000165914.16"
"553","chr14",91473062,91473426,"ENSG00000100796.19"
"554","chr14",93017467,93017772,"ENSG00000100605.18"
"555","chr14",94738869,94738909,NA
"556","chr14",95081505,95081819,NA
"557","chr14",99576487,99576729,"ENSG00000205476.9"
"558","chr14",100685676,100685898,"ENSG00000258717.2"
"559","chr14",104753730,104754012,"ENSG00000184990.14"
"560","chr15",22586031,22586336,"ENSG00000291003.2"
"561","chr15",28229557,28229750,"ENSG00000128731.18"
"562","chr15",28625960,28626043,"ENSG00000291082.2"
"563","chr15",30894251,30894819,"ENSG00000198690.11"
"564","chr15",30956748,30957021,"ENSG00000166912.18"
"565","chr15",31110991,31111229,"ENSG00000134160.17"
"566","chr15",31328880,31329147,"ENSG00000169926.12"
"567","chr15",34515108,34515360,NA
"568","chr15",34621533,34621539,"ENSG00000287973.2"
"569","chr15",34621808,34621957,"ENSG00000287973.2"
"570","chr15",35557442,35557707,"ENSG00000248079.5"
"571","chr15",36737435,36737616,"ENSG00000186073.15"
"572","chr15",39188916,39189236,"ENSG00000259345.8"
"573","chr15",39363059,39363091,"ENSG00000259345.8"
"574","chr15",40430697,40430743,"ENSG00000128928.11"
"575","chr15",40500903,40501308,"ENSG00000259536.6"
"576","chr15",40721753,40722203,"ENSG00000051180.18"
"577","chr15",40866108,40866243,NA
"578","chr15",41218474,41218582,"ENSG00000178997.12"
"579","chr15",41354270,41354502,"ENSG00000285920.2"
"580","chr15",41514989,41515209,NA
"581","chr15",41621189,41621649,"ENSG00000260926.4"
"582","chr15",42216504,42216837,"ENSG00000261002.6"
"583","chr15",44075640,44075761,"ENSG00000171877.21"
"584","chr15",44505484,44505723,"ENSG00000137770.15"
"585","chr15",44595517,44595875,"ENSG00000104133.17"
"586","chr15",44712732,44712841,"ENSG00000166710.24"
"587","chr15",45043956,45044229,"ENSG00000140263.16"
"588","chr15",47517128,47517521,"ENSG00000137872.18"
"589","chr15",50182601,50182930,"ENSG00000140284.12"
"590","chr15",51402947,51403434,"ENSG00000186417.16"
"591","chr15",51776054,51776488,"ENSG00000128872.11"
"592","chr15",51878917,51879375,"ENSG00000138594.15"
"593","chr15",52116619,52117116,"ENSG00000069966.19"
"594","chr15",55278118,55278442,"ENSG00000069974.18"
"595","chr15",57041425,57041698,"ENSG00000140262.19"
"596","chr15",57239688,57240020,"ENSG00000140262.19"
"597","chr15",57458424,57458682,"ENSG00000128849.12"
"598","chr15",57598443,57598735,"ENSG00000263155.8"
"599","chr15",59367197,59367484,"ENSG00000157483.10"
"600","chr15",62135752,62136040,NA
"601","chr15",64027494,64028104,"ENSG00000035664.12"
"602","chr15",64105334,64105637,"ENSG00000028528.16"
"603","chr15",66815376,66815839,NA
"604","chr15",66832637,66833036,NA
"605","chr15",69565302,69565686,"ENSG00000245750.12"
"606","chr15",70151927,70152456,NA
"607","chr15",74007701,74008297,"ENSG00000140464.21"
"608","chr15",74028616,74028942,"ENSG00000140464.21"
"609","chr15",74628553,74628558,"ENSG00000179335.21"
"610","chr15",74642692,74642927,"ENSG00000179335.21"
"611","chr15",74762834,74763057,NA
"612","chr15",75362177,75362404,"ENSG00000140400.19"
"613","chr15",75415212,75415506,"ENSG00000169375.18"
"614","chr15",77335422,77335704,"ENSG00000173517.12"
"615","chr15",80094114,80094542,"ENSG00000086666.21"
"616","chr15",80455621,80455966,"ENSG00000172379.23"
"617","chr15",83305906,83305911,"ENSG00000259986.3"
"618","chr15",83306171,83306253,"ENSG00000259986.3"
"619","chr15",94262971,94263295,"ENSG00000140563.17"
"620","chr15",95752189,95752220,"ENSG00000275016.5"
"621","chr15",97567105,97567486,"ENSG00000251209.12"
"622","chr15",97979242,97979305,"ENSG00000259199.3"
"623","chr15",97995899,97996072,"ENSG00000259199.3"
"624","chr15",98943008,98943231,"ENSG00000140443.15"
"625","chr15",101333948,101334261,"ENSG00000140479.18"
"626","chr15",101349006,101349312,"ENSG00000140479.18"
"627","chr15",101491559,101491837,"ENSG00000140479.18"
"628","chr16",200382,200494,"ENSG00000007392.18"
"629","chr16",458108,458386,"ENSG00000090565.18"
"630","chr16",588215,588420,NA
"631","chr16",1310484,1310766,"ENSG00000103275.23"
"632","chr16",1331769,1332307,NA
"633","chr16",1713224,1713434,"ENSG00000138834.15"
"634","chr16",2085972,2086269,"ENSG00000103197.21"
"635","chr16",2316547,2316852,"ENSG00000167972.15"
"636","chr16",2468781,2469146,NA
"637","chr16",2754125,2754456,"ENSG00000167978.19"
"638","chr16",3627527,3627819,"ENSG00000213918.11"
"639","chr16",10629072,10629305,"ENSG00000153060.8"
"640","chr16",10738143,10739114,"ENSG00000310402.1"
"641","chr16",11311902,11312077,"ENSG00000175643.10"
"642","chr16",15076256,15076471,"ENSG00000179889.22"
"643","chr16",19734614,19734787,"ENSG00000174628.18"
"644","chr16",22035069,22035404,"ENSG00000185716.13"
"645","chr16",23907964,23908034,"ENSG00000166501.15"
"646","chr16",24954212,24954548,"ENSG00000140750.18"
"647","chr16",28572797,28573075,"ENSG00000289754.1"
"648","chr16",30615980,30615993,"ENSG00000260167.2"
"649","chr16",31229651,31230093,"ENSG00000177238.15"
"650","chr16",46659213,46659440,"ENSG00000069329.20"
"651","chr16",48547103,48547375,"ENSG00000295475.1"
"652","chr16",49743211,49743461,"ENSG00000102935.12"
"653","chr16",50309964,50310232,"ENSG00000121281.13"
"654","chr16",50310847,50310920,"ENSG00000121281.13"
"655","chr16",55615103,55615423,NA
"656","chr16",56348932,56349221,"ENSG00000087258.18"
"657","chr16",56915739,56916188,NA
"658","chr16",56947198,56947534,NA
"659","chr16",57687655,57687681,"ENSG00000182885.18"
"660","chr16",58031340,58031540,"ENSG00000102996.6"
"661","chr16",58637815,58638553,NA
"662","chr16",66853690,66853954,"ENSG00000159593.16"
"663","chr16",67456560,67457073,"ENSG00000159720.14"
"664","chr16",68000314,68000784,"ENSG00000167264.19"
"665","chr16",69188126,69188391,"ENSG00000141076.19"
"666","chr16",69301132,69301507,"ENSG00000168807.18"
"667","chr16",69613337,69613676,"ENSG00000102908.24"
"668","chr16",69662840,69663159,"ENSG00000102908.24"
"669","chr16",75788142,75788293,NA
"670","chr16",76370067,76370157,"ENSG00000152910.20"
"671","chr16",76946868,76947181,NA
"672","chr16",77353675,77354229,"ENSG00000140873.16"
"673","chr16",77893964,77894270,"ENSG00000171724.3"
"674","chr16",77919881,77920284,"ENSG00000171724.3"
"675","chr16",81896927,81897301,"ENSG00000197943.14"
"676","chr16",82699601,82700014,"ENSG00000140945.17"
"677","chr16",83029502,83029920,"ENSG00000140945.17"
"678","chr16",84099867,84099956,"ENSG00000140943.18"
"679","chr16",84138765,84139068,"ENSG00000103160.13"
"680","chr16",84184098,84184363,"ENSG00000103168.18"
"681","chr16",84649032,84649634,"ENSG00000135686.14"
"682","chr16",84677244,84677468,NA
"683","chr16",85210982,85211096,"ENSG00000131149.20"
"684","chr16",85361122,85361168,"ENSG00000131149.20"
"685","chr16",85546930,85547409,"ENSG00000131149.20"
"686","chr16",85557609,85558024,"ENSG00000131149.20"
"687","chr16",85624114,85624417,"ENSG00000131149.20"
"688","chr16",85649030,85649207,"ENSG00000131149.20"
"689","chr16",87454712,87454958,"ENSG00000140948.13"
"690","chr16",87571910,87572160,"ENSG00000303998.1"
"691","chr16",87774957,87775465,"ENSG00000302808.1"
"692","chr16",88390688,88390899,"ENSG00000225614.4"
"693","chr16",88604855,88604873,"ENSG00000158545.17"
"694","chr16",89345301,89345671,"ENSG00000167522.18"
"695","chr16",89994946,89995211,"ENSG00000293510.2"
"696","chr17",133428,133661,NA
"697","chr17",1267566,1267839,"ENSG00000300095.1"
"698","chr17",1587067,1587392,"ENSG00000167703.16"
"699","chr17",2822541,2822717,"ENSG00000132359.18"
"700","chr17",3570025,3570298,"ENSG00000196689.14"
"701","chr17",3976577,3976904,NA
"702","chr17",7084450,7084715,NA
"703","chr17",7095818,7095879,NA
"704","chr17",7650628,7650875,"ENSG00000129244.10"
"705","chr17",8394046,8394288,"ENSG00000189051.6"
"706","chr17",10653080,10653352,"ENSG00000272975.3"
"707","chr17",13346117,13346148,NA
"708","chr17",18017605,18018024,"ENSG00000171953.16"
"709","chr17",18070860,18071113,"ENSG00000298337.1"
"710","chr17",18125523,18125697,"ENSG00000091536.20"
"711","chr17",18232362,18232635,"ENSG00000131899.14"
"712","chr17",18768946,18769010,"ENSG00000171931.13"
"713","chr17",19470886,19471115,"ENSG00000235979.10"
"714","chr17",19767786,19768320,NA
"715","chr17",19944233,19944460,"ENSG00000108599.16"
"716","chr17",20320938,20321289,"ENSG00000263494.1"
"717","chr17",29178864,29179283,"ENSG00000196535.21"
"718","chr17",29445912,29446230,"ENSG00000160551.13"
"719","chr17",29706492,29706593,"ENSG00000264031.1"
"720","chr17",29706939,29707204,"ENSG00000141298.19"
"721","chr17",30278127,30278578,"ENSG00000108578.16"
"722","chr17",32101319,32101672,"ENSG00000277511.3"
"723","chr17",32882823,32883070,"ENSG00000236377.2"
"724","chr17",37292788,37292985,"ENSG00000278540.5"
"725","chr17",38357814,38357858,"ENSG00000274211.6"
"726","chr17",38511120,38511181,"ENSG00000275832.5"
"727","chr17",38598846,38599102,"ENSG00000277363.5"
"728","chr17",38844551,38844740,NA
"729","chr17",39351296,39351433,"ENSG00000108306.14"
"730","chr17",41959694,41960004,"ENSG00000204815.11"
"731","chr17",42754493,42754648,"ENSG00000197291.10"
"732","chr17",43002105,43002158,"ENSG00000131469.16"
"733","chr17",43403962,43404208,NA
"734","chr17",45000712,45000966,"ENSG00000136448.14"
"735","chr17",45176428,45176776,NA
"736","chr17",45251816,45252242,"ENSG00000267278.7"
"737","chr17",46764879,46765327,"ENSG00000108379.12"
"738","chr17",47917714,47917987,"ENSG00000234494.9"
"739","chr17",48153927,48154006,"ENSG00000141293.18"
"740","chr17",48625286,48625592,"ENSG00000260027.5"
"741","chr17",48873466,48873693,"ENSG00000293025.2"
"742","chr17",50111246,50111272,"ENSG00000005882.13"
"743","chr17",50183725,50183844,NA
"744","chr17",51015360,51015525,"ENSG00000008294.23"
"745","chr17",51118397,51118797,"ENSG00000008294.23"
"746","chr17",51535924,51536099,NA
"747","chr17",52027716,52027968,"ENSG00000154975.15"
"748","chr17",53897787,53898030,"ENSG00000285939.3"
"749","chr17",55623674,55623822,"ENSG00000289016.2"
"750","chr17",56948077,56948329,"ENSG00000121058.6"
"751","chr17",57612644,57613000,"ENSG00000153944.13"
"752","chr17",59393108,59393347,"ENSG00000175155.11"
"753","chr17",59469856,59470010,"ENSG00000265313.9"
"754","chr17",60610557,60610639,"ENSG00000170836.14"
"755","chr17",62643144,62643497,"ENSG00000011028.14"
"756","chr17",63178379,63178792,"ENSG00000170921.16"
"757","chr17",63762053,63762358,"ENSG00000108588.16"
"758","chr17",63814601,63814861,"ENSG00000198231.15"
"759","chr17",64180178,64180432,"ENSG00000136478.10"
"760","chr17",66496432,66496756,"ENSG00000154229.13"
"761","chr17",67171568,67171838,"ENSG00000198265.13"
"762","chr17",69070880,69071100,NA
"763","chr17",73224721,73225056,"ENSG00000133193.14"
"764","chr17",74513919,74514252,NA
"765","chr17",75557530,75557569,"ENSG00000073350.15"
"766","chr17",76352482,76352847,"ENSG00000161542.18"
"767","chr17",76360270,76360825,"ENSG00000161542.18"
"768","chr17",76532464,76532538,"ENSG00000161544.10"
"769","chr17",76583035,76583229,"ENSG00000163597.18"
"770","chr17",77364000,77364079,"ENSG00000184640.21"
"771","chr17",77622666,77622949,"ENSG00000267506.8"
"772","chr17",77887576,77887929,"ENSG00000204283.5"
"773","chr17",78317526,78317814,"ENSG00000267737.2"
"774","chr17",78745861,78746134,"ENSG00000108669.19"
"775","chr17",78998501,78998796,"ENSG00000171302.18"
"776","chr17",79090584,79090796,"ENSG00000167281.21"
"777","chr17",79152562,79152816,"ENSG00000167281.21"
"778","chr17",79728829,79729103,"ENSG00000306583.1"
"779","chr17",79837408,79837464,"ENSG00000141582.16"
"780","chr17",79951441,79951718,"ENSG00000167291.17"
"781","chr17",80383835,80383992,"ENSG00000173821.20"
"782","chr17",80605687,80605862,"ENSG00000141564.16"
"783","chr17",80901414,80901680,"ENSG00000141564.16"
"784","chr17",81210507,81210685,"ENSG00000141577.15"
"785","chr17",81711590,81711916,"ENSG00000262660.1"
"786","chr17",81943306,81943571,"ENSG00000185105.6"
"787","chr18",1608039,1608288,"ENSG00000266602.3"
"788","chr18",3094309,3094593,"ENSG00000101605.15"
"789","chr18",6371080,6371384,"ENSG00000154655.17"
"790","chr18",6961431,6961740,"ENSG00000101680.17"
"791","chr18",7921450,7921494,"ENSG00000173482.17"
"792","chr18",9984019,9984405,NA
"793","chr18",12354064,12354399,"ENSG00000141385.13"
"794","chr18",12976878,12977143,"ENSG00000085415.17"
"795","chr18",13139931,13140774,NA
"796","chr18",14086577,14086610,"ENSG00000175322.12"
"797","chr18",18493159,18493424,NA
"798","chr18",18547063,18547222,NA
"799","chr18",21820368,21820650,"ENSG00000101752.14"
"800","chr18",22873226,22873570,"ENSG00000266850.2"
"801","chr18",23143467,23143489,"ENSG00000134508.14"
"802","chr18",23458937,23459433,"ENSG00000101782.16"
"803","chr18",23884978,23885236,"ENSG00000053747.17"
"804","chr18",34803289,34803470,"ENSG00000134769.24"
"805","chr18",36974862,36975093,"ENSG00000150477.16"
"806","chr18",37375124,37375260,"ENSG00000101489.21"
"807","chr18",37487012,37487304,"ENSG00000101489.21"
"808","chr18",37529955,37529984,"ENSG00000101489.21"
"809","chr18",41990265,41990489,"ENSG00000078142.15"
"810","chr18",42644642,42645143,"ENSG00000267586.8"
"811","chr18",44597613,44598173,NA
"812","chr18",46601260,46601575,"ENSG00000167210.17"
"813","chr18",47853888,47854161,"ENSG00000175387.17"
"814","chr18",50001770,50001984,"ENSG00000167306.22"
"815","chr18",54828271,54828288,"ENSG00000041353.11"
"816","chr18",55001683,55002192,NA
"817","chr18",55331415,55331707,"ENSG00000196628.21"
"818","chr18",58635961,58636330,NA
"819","chr18",58856798,58857071,NA
"820","chr18",59671501,59671682,"ENSG00000183287.16"
"821","chr18",59841730,59842002,NA
"822","chr18",62530897,62531058,"ENSG00000141664.11"
"823","chr18",62596753,62596987,NA
"824","chr18",63148705,63148953,"ENSG00000171791.14"
"825","chr18",63379034,63379316,"ENSG00000267390.4"
"826","chr18",68847316,68847527,"ENSG00000150636.18"
"827","chr18",74896432,74896793,"ENSG00000215421.11"
"828","chr18",74990810,74991091,"ENSG00000215421.11"
"829","chr18",75878953,75879218,NA
"830","chr18",77095360,77095698,"ENSG00000197971.16"
"831","chr19",1373540,1373834,"ENSG00000160953.18"
"832","chr19",1558206,1558479,"ENSG00000181588.17"
"833","chr19",1837869,1837891,"ENSG00000079313.16"
"834","chr19",2289632,2289888,"ENSG00000273734.1"
"835","chr19",2616690,2617085,"ENSG00000176533.14"
"836","chr19",3360890,3361344,"ENSG00000141905.20"
"837","chr19",3517329,3517516,"ENSG00000105325.16"
"838","chr19",3821982,3821998,"ENSG00000105278.13"
"839","chr19",4067957,4068227,"ENSG00000296810.1"
"840","chr19",5155343,5155487,NA
"841","chr19",5341488,5341690,NA
"842","chr19",5624450,5624539,"ENSG00000160633.14"
"843","chr19",5799460,5799814,NA
"844","chr19",5894453,5894548,"ENSG00000267740.5"
"845","chr19",7618514,7618972,NA
"846","chr19",7928941,7929113,"ENSG00000104980.9"
"847","chr19",8017884,8018133,NA
"848","chr19",9808874,9808992,NA
"849","chr19",10390695,10391035,NA
"850","chr19",14334358,14334821,"ENSG00000266913.2"
"851","chr19",14776878,14777045,"ENSG00000127507.19"
"852","chr19",14784849,14785062,"ENSG00000306835.1"
"853","chr19",15091681,15092112,"ENSG00000094661.3"
"854","chr19",16398707,16399216,"ENSG00000127527.16"
"855","chr19",17475735,17476172,"ENSG00000130304.18"
"856","chr19",18097558,18097813,"ENSG00000096996.16"
"857","chr19",18496454,18496738,"ENSG00000105656.14"
"858","chr19",18980685,18980974,NA
"859","chr19",28465344,28465819,"ENSG00000290606.3"
"860","chr19",28940740,28941051,"ENSG00000267339.9"
"861","chr19",28964506,28964923,"ENSG00000267339.9"
"862","chr19",30030156,30030452,NA
"863","chr19",32809413,32809473,"ENSG00000173809.18"
"864","chr19",33783573,33783913,NA
"865","chr19",34997192,34997891,"ENSG00000089351.16"
"866","chr19",35011888,35012081,"ENSG00000089351.16"
"867","chr19",35704294,35704555,NA
"868","chr19",38713544,38713761,"ENSG00000130402.15"
"869","chr19",38864660,38865045,NA
"870","chr19",38893004,38893186,"ENSG00000068903.22"
"871","chr19",38939705,38939941,"ENSG00000269547.1"
"872","chr19",39082997,39083284,NA
"873","chr19",39335753,39336046,"ENSG00000130755.14"
"874","chr19",40090753,40091095,"ENSG00000197782.16"
"875","chr19",40819726,40819972,"ENSG00000268797.1"
"876","chr19",41376981,41377359,"ENSG00000255730.5"
"877","chr19",42521373,42521490,"ENSG00000213904.12"
"878","chr19",44530101,44530275,NA
"879","chr19",45066825,45067207,"ENSG00000104859.16"
"880","chr19",45117828,45118066,"ENSG00000007047.17"
"881","chr19",46500827,46501208,"ENSG00000291145.2"
"882","chr19",46726967,46727290,"ENSG00000090372.15"
"883","chr19",48487994,48488284,"ENSG00000142235.13"
"884","chr19",48844565,48844829,"ENSG00000105559.14"
"885","chr19",49890887,49891152,"ENSG00000104951.17"
"886","chr2",33638,33911,NA
"887","chr2",1715265,1715465,"ENSG00000130508.12"
"888","chr2",3169320,3169782,"ENSG00000303747.1"
"889","chr2",8794527,8794757,"ENSG00000134313.18"
"890","chr2",9386986,9387396,"ENSG00000151693.12"
"891","chr2",9828393,9828639,NA
"892","chr2",10721980,10722322,"ENSG00000143882.13"
"893","chr2",11292775,11293210,"ENSG00000134318.17"
"894","chr2",11483274,11483534,"ENSG00000196208.15"
"895","chr2",11498569,11498867,"ENSG00000196208.15"
"896","chr2",11539695,11540027,"ENSG00000196208.15"
"897","chr2",15050593,15050715,NA
"898","chr2",16826960,16827233,"ENSG00000304877.1"
"899","chr2",18862030,18862297,NA
"900","chr2",19952434,19952739,"ENSG00000118965.17"
"901","chr2",23791081,23791378,"ENSG00000119778.16"
"902","chr2",24285633,24286123,"ENSG00000198399.17"
"903","chr2",24399494,24399796,"ENSG00000286829.2"
"904","chr2",26532221,26532340,"ENSG00000115155.19"
"905","chr2",26596146,26596168,"ENSG00000157884.11"
"906","chr2",27792792,27793057,"ENSG00000243147.9"
"907","chr2",37720849,37721220,"ENSG00000236213.5"
"908","chr2",38365905,38366192,"ENSG00000119787.15"
"909","chr2",38585844,38586203,"ENSG00000143889.16"
"910","chr2",41932386,41932673,"ENSG00000299964.1"
"911","chr2",44328750,44328781,"ENSG00000138078.17"
"912","chr2",45469494,45470012,"ENSG00000068784.14"
"913","chr2",46308026,46308252,"ENSG00000116016.15"
"914","chr2",46461261,46461654,"ENSG00000187600.15"
"915","chr2",48482482,48482987,"ENSG00000162869.17"
"916","chr2",49286561,49286826,"ENSG00000282890.1"
"917","chr2",53987471,53987752,"ENSG00000170634.13"
"918","chr2",54982977,54983178,"ENSG00000115310.20"
"919","chr2",55026579,55026829,"ENSG00000115310.20"
"920","chr2",55431816,55432046,NA
"921","chr2",55908197,55908502,"ENSG00000115380.21"
"922","chr2",55918079,55918404,"ENSG00000115380.21"
"923","chr2",60697088,60697092,"ENSG00000297680.1"
"924","chr2",61396062,61396082,"ENSG00000115464.15"
"925","chr2",63729335,63729861,"ENSG00000143951.17"
"926","chr2",64019444,64019847,"ENSG00000310049.1"
"927","chr2",64562229,64562247,"ENSG00000119844.18"
"928","chr2",69619877,69620085,"ENSG00000115977.22"
"929","chr2",69635397,69635721,"ENSG00000115977.22"
"930","chr2",69755081,69755304,"ENSG00000196975.17"
"931","chr2",71080291,71080309,NA
"932","chr2",71528798,71529211,"ENSG00000135636.17"
"933","chr2",74560572,74560976,"ENSG00000159374.19"
"934","chr2",87809590,87809798,"ENSG00000185304.17"
"935","chr2",88351069,88351312,NA
"936","chr2",96415786,96416079,NA
"937","chr2",98837023,98837389,"ENSG00000196872.13"
"938","chr2",101140383,101140695,"ENSG00000204634.14"
"939","chr2",101274953,101275456,"ENSG00000163162.10"
"940","chr2",101752484,101753342,"ENSG00000071054.18"
"941","chr2",102178118,102178148,"ENSG00000115594.13"
"942","chr2",105748658,105748846,"ENSG00000071051.15"
"943","chr2",106335524,106335616,NA
"944","chr2",108367541,108368127,"ENSG00000296907.1"
"945","chr2",109700065,109700494,"ENSG00000295804.1"
"946","chr2",111353153,111353311,"ENSG00000172965.18"
"947","chr2",111946622,111946924,"ENSG00000153208.20"
"948","chr2",113501877,113502174,"ENSG00000304550.1"
"949","chr2",117997172,117997434,"ENSG00000125633.12"
"950","chr2",120470127,120470465,NA
"951","chr2",122851059,122851335,"ENSG00000286481.3"
"952","chr2",126749652,126749950,NA
"953","chr2",127423649,127423656,"ENSG00000115718.19"
"954","chr2",127632492,127632786,"ENSG00000169994.21"
"955","chr2",128304884,128305173,"ENSG00000136720.7"
"956","chr2",128531856,128532201,NA
"957","chr2",129979653,129979801,"ENSG00000290615.2"
"958","chr2",130590520,130591186,NA
"959","chr2",131516646,131516919,"ENSG00000152117.19"
"960","chr2",133568383,133568412,"ENSG00000176771.18"
"961","chr2",133862508,133862718,NA
"962","chr2",134181347,134181616,"ENSG00000152127.10"
"963","chr2",143287800,143287988,"ENSG00000075884.15"
"964","chr2",149175143,149175202,"ENSG00000150556.18"
"965","chr2",149422533,149422536,"ENSG00000187123.16"
"966","chr2",149556275,149556795,NA
"967","chr2",149878001,149878257,"ENSG00000231969.5"
"968","chr2",150620308,150620576,"ENSG00000224048.7"
"969","chr2",152486274,152486376,"ENSG00000157827.22"
"970","chr2",152594862,152595135,"ENSG00000157827.22"
"971","chr2",156818217,156818401,"ENSG00000287048.2"
"972","chr2",157771329,157771481,"ENSG00000115170.17"
"973","chr2",158851990,158852424,"ENSG00000163331.12"
"974","chr2",159059492,159059757,"ENSG00000115183.16"
"975","chr2",159098297,159098678,"ENSG00000115183.16"
"976","chr2",159214861,159215024,"ENSG00000115183.16"
"977","chr2",159605671,159605905,"ENSG00000123636.21"
"978","chr2",160076742,160077266,NA
"979","chr2",160918913,160919002,NA
"980","chr2",161206599,161206822,"ENSG00000136560.15"
"981","chr2",162004134,162004171,"ENSG00000197635.12"
"982","chr2",163210755,163210895,NA
"983","chr2",165898052,165898128,"ENSG00000123607.17"
"984","chr2",169965693,169965810,"ENSG00000144357.19"
"985","chr2",172380175,172380573,"ENSG00000091409.18"
"986","chr2",173462921,173463186,NA
"987","chr2",176125218,176125768,"ENSG00000237380.8"
"988","chr2",178309392,178309401,"ENSG00000079156.18"
"989","chr2",186891346,186891660,NA
"990","chr2",187415783,187415998,"ENSG00000224063.7"
"991","chr2",187492105,187492120,"ENSG00000224063.7"
"992","chr2",187516779,187517044,"ENSG00000224063.7"
"993","chr2",187586109,187586374,NA
"994","chr2",189104987,189105153,"ENSG00000204262.15"
"995","chr2",190333864,190334136,"ENSG00000198130.17"
"996","chr2",196372215,196372236,"ENSG00000138411.14"
"997","chr2",197576708,197577071,"ENSG00000162944.12"
"998","chr2",197578459,197578713,"ENSG00000162944.12"
"999","chr2",202339566,202339895,NA
"1000","chr2",202485003,202485249,"ENSG00000204217.16"
"1001","chr2",203400963,203401299,"ENSG00000138443.18"
"1002","chr2",206435876,206436135,NA
"1003","chr2",206806075,206806373,"ENSG00000299634.1"
"1004","chr2",207188701,207189390,"ENSG00000229647.4"
"1005","chr2",207257212,207257560,"ENSG00000223725.7"
"1006","chr2",207498896,207499151,"ENSG00000223725.7"
"1007","chr2",211132827,211132929,NA
"1008","chr2",216584404,216584956,"ENSG00000224391.2"
"1009","chr2",219369403,219369609,NA
"1010","chr2",224381927,224382384,"ENSG00000124019.11"
"1011","chr2",227703908,227704003,"ENSG00000135917.17"
"1012","chr2",229431514,229431759,"ENSG00000187957.9"
"1013","chr2",231421348,231421377,NA
"1014","chr2",232413021,232413305,"ENSG00000237087.2"
"1015","chr2",232523167,232523276,"ENSG00000237412.7"
"1016","chr2",232800389,232800684,"ENSG00000204120.17"
"1017","chr2",233690755,233690833,"ENSG00000242366.4"
"1018","chr2",235168573,235168659,NA
"1019","chr2",236353058,236353401,"ENSG00000233611.5"
"1020","chr2",237888228,237888753,"ENSG00000132329.12"
"1021","chr2",238302159,238302458,NA
"1022","chr2",239280562,239280810,"ENSG00000068024.19"
"1023","chr2",240135603,240135667,"ENSG00000172428.12"
"1024","chr2",240393135,240393395,NA
"1025","chr2",241576527,241576859,NA
"1026","chr20",391747,391996,"ENSG00000101255.14"
"1027","chr20",1374420,1374761,"ENSG00000274322.1"
"1028","chr20",1440362,1440627,NA
"1029","chr20",2658400,2658745,"ENSG00000101365.23"
"1030","chr20",4022735,4022947,NA
"1031","chr20",4262706,4262757,"ENSG00000298420.1"
"1032","chr20",4601766,4601997,NA
"1033","chr20",4830499,4830657,NA
"1034","chr20",4831070,4831314,NA
"1035","chr20",5741255,5741330,NA
"1036","chr20",5779577,5779685,"ENSG00000171984.16"
"1037","chr20",6007002,6007218,"ENSG00000286235.1"
"1038","chr20",8018379,8018486,"ENSG00000125827.10"
"1039","chr20",8043971,8044127,"ENSG00000229766.8"
"1040","chr20",10591994,10592311,"ENSG00000149346.16"
"1041","chr20",10661508,10661864,"ENSG00000101384.13"
"1042","chr20",11807666,11807771,"ENSG00000228422.5"
"1043","chr20",14700735,14700910,"ENSG00000172264.19"
"1044","chr20",15930611,15930695,"ENSG00000172264.19"
"1045","chr20",20491542,20491708,"ENSG00000188559.17"
"1046","chr20",20511455,20511804,"ENSG00000188559.17"
"1047","chr20",26641494,26641659,NA
"1048","chr20",31842549,31842973,NA
"1049","chr20",33259161,33259176,NA
"1050","chr20",33453947,33454119,NA
"1051","chr20",34015996,34016122,"ENSG00000125970.13"
"1052","chr20",34269489,34269825,"ENSG00000250917.1"
"1053","chr20",34415237,34415425,"ENSG00000078747.18"
"1054","chr20",34553579,34553752,"ENSG00000101460.14"
"1055","chr20",35709158,35709224,"ENSG00000131051.25"
"1056","chr20",38610634,38610907,"ENSG00000289012.1"
"1057","chr20",38789325,38789605,NA
"1058","chr20",40471186,40471416,NA
"1059","chr20",40478846,40479067,NA
"1060","chr20",43987956,43987969,"ENSG00000124191.19"
"1061","chr20",48659926,48660199,"ENSG00000124126.15"
"1062","chr20",49381685,49381934,"ENSG00000158445.10"
"1063","chr20",49949580,49949664,"ENSG00000124226.12"
"1064","chr20",50471044,50471356,NA
"1065","chr20",52161019,52161350,"ENSG00000020256.21"
"1066","chr20",52446911,52447253,"ENSG00000234948.3"
"1067","chr20",54646927,54647211,"ENSG00000101134.13"
"1068","chr20",64285905,64286250,"ENSG00000203880.14"
"1069","chr21",5068705,5069018,NA
"1070","chr21",5101577,5102004,NA
"1071","chr21",8022017,8022338,NA
"1072","chr21",8833588,8833958,"ENSG00000279579.4"
